Unidad,Cuad,Nivel,Rasgo,Excavador,Fecha,Context,N frag.,Tamaño frag.,Length,Width,Thickness,Material,Technological Type,Debris,Platform Type,Termination,% Cortex,Portion,Modification,Weight,Notes,Foto
8,23,169-190,House 7 Outside,GHM,22-08-23,,1,2,,,,16,,1,4,2,0,,1,0.63,,x
8,18,199-226,House 6,GDD,24-08-23,,1,2,24.83,13.24,4.8,16,4,,2,,0,,1,,MOQ-2400,x
8,16,190-200,House 8 Outside,ENHR,25-08-23,,2,<1,,,,16,,2,0,0,0,0,,0.11,,
8,23,190-200,House 7,GDD,24-08-23,,1,1,,,,16,,1,0,3,0,,1,0.45,,
8,24,195-210,Temple 2,SCS,28-08-23,,1,1,,,,16,,1,2,1,0,,,0.23,,
8B,6,160-215,EP Burial,KR,1/9/2023,,1,2,,,,16,,3,,0,0,,,2.05,,
8B,6,160-215,EP Burial,KR,1/9/2023,,1,1,,,,16,,1,2,0,0,,,0.19,,
8B,6,160-215,EP Burial,KR,1/9/2023,,1,2,,,,16,,2,0,2,0,3,1,0.61,,
8,24,195-210,Temple 2,SCS,25-08-23,,1,2,,,,16,,1,0,1,0,3,,0.67,,
8A,3,177-199,,YKRA,23/08/23,,1,1,,,,16,,1,2,2,0,1,,0.36,,
8,16,?-172,,ENHR,18/08/23,,1,1,,,,16,,3,0,0,0,0,,0.31,,
8,24,168-203,House 6 Outside,GDD,21/08/23,,1,1,,,,16,,1,2,2,0,1,1,0.12,,
8,21,116-135,House 7,ENHR,22/08/23,,1,1,,,,16,,1,0,0,0,5,,0.26,,
8,18,199-216,House 6,GDD,24/08/23,,1,1,,,,16,,1,0,2,0,3,,0.31,,
8A,4,106-130,,FM/KR,18/08/23,,1,2,,,,16,,1,1,3,0,1,1,0.54,,
8,21,135-157,,ENHR,23/08/23,,1,1,,,,16,,3,,0,0,0,,0.39,,
5,3,89-92,,HQB,6/9/2022,,1,2,20.86,13.81,4.18,16,4,,3,,0,,1,1.0,MOQ-054,x
8,19,227-231,EP,YKRA,25/08/23,,1,2,,,,16,,3,,0,0,0,,1.2,,
8,16,?-172,House 7,ENHR,18/08/23,,2,1,,,,16,,2,,,0,0,,0.3,,
8,23,190-200,House 7,GDD,24/08/23,,1,1,,,,16,,1,2,1,0,2,,0.62,,
8B,7,147-174,Edificio Vano de Acceso 2,SVM,1/9/2023,,1,1,,,,16,,1,2,2,0,1,,0.19,,
8B,7,147-174,Edificio Vano de Acceso 2,SVM,1/9/2023,,1,1,,,,16,,1,2,2,0,1,1,0.06,,
8B,7,147-174,Edificio Vano de Acceso 2,SVM,1/9/2023,,1,2,,,,16,,1,0,2,0,3,1,0.53,,
8B,6,117-160,EP,YKRA,31/08/23,,1,1,,,,16,,1,1,1,0,2,1,0.06,,
8B,6,117-160,EP,YKRA,31/08/23,,1,1,,,,16,,2,,,0,0,,0.08,,
8,16,190-200,House 8 Outside,HQB,24/08/23,,1,1,,,,16,,1,1,1,0,1,,0.12,,
8,22,174-184,EP,SVM,1/9/2023,,1,<1,,,,16,,3,,0,0,0,,0.01,,
8,22,174-184,EP,SVM,1/9/2023,,1,1,,,,16,,1,2,1,0,1,,0.13,,
8,22,174-184,EP,SVM,1/9/2023,,1,1,,,,16,,1,3,2,0,1,,0.65,,
8,22,174-184,EP,SVM,1/9/2023,,1,2,,,,16,3,,3,,0,,1,0.62,,x
8,23,190-200,House 7,GDD,24/08/23,,1,1,,,,16,,1,2,3,0,1,,0.4,,
8,23,190-200,House 7,GDD,24/08/23,,1,1,,,,16,,1,0,1,0,3,,0.26,,
8B,6,101-117,EP,GDD,29/08/23,,1,1,,,,16,,1,2,3,0,1,,0.68,,
8,24,125-210,Temple 2,SCS,28/08/23,,1,1,,,,16,,1,0,2,0,3,,0.22,,
8,21,116-135,House 7,ENHR,22/08/23,,1,1,,,,16,,1,0,2,1,3,,0.82,,
8,24,195-210,Temple 2,SCS,28/08/23,,1,1,,,,16,,2,0,2,0,3,,0.12,,
8,24,195-210,Temple 2,SCS,28/08/23,,1,1,,,,16,,3,0,0,0,0,,0.13,,
8,17,144-203,House 7,GDD,23/08/23,,1,1,,,,16,,1,4,3,0,1,,0.54,,
8,17,144-203,House 7,GDD,23/08/23,,1,1,,,,16,,1,1,2,0,1,,0.37,,
8B,5,139-166,,JSDA,29/08/23,,1,1,,,,16,4,,3,,0,,1,0.66,,
8A,4S,218-237,EP Outside,SCS,24/08/23,,1,1,,,,16,,3,,0,0,0,,0.63,,
8A,4S,218-237,EP Outside,SCS,24/08/23,,1,1,,,,16,,3,,0,0,0,,0.29,,
8A,4S,218-237,EP Outside,SCS,24/08/23,,1,1,,,,16,,2,0,2,0,3,,0.02,,
8,16,?-172,House 7,ENHR,18/08/23,,1,1,,,,16,,3,,0,0,0,,0.21,,
8,24,195-210,Temple 2,SCS,28/08/23,,1,1,,,,16,,3,,0,0,0,,0.84,,
8A,2,182-202,,,,,1,1,,,,16,,3,,0,0,0,,1.3,,
8B,5,74-96,,JSDA,29/08/23,,1,1,,,,16,1,,2,0,0,,1,0.67,,
8B,6,160-215,Burial 22,YKRA,1/9/2023,,1,1,,,,16,,3,,0,0,0,,1.13,,
8,22,144-176,House 7,GDD,23/08/23,,1,1,,,,16,,1,0,2,0,3,,0.44,,
8,22,144-176,House 7,GDD,23/08/23,,1,1,,,,16,,2,0,0,0,5,,0.1,,
8B,7,113-132,EP,YKRA,30/08/23,,1,1,,,,16,,3,,0,0,0,,0.06,,
8B,7,113-132,EP,YKRA,30/08/23,,1,2,,,,16,,2,0,0,0,0,,0.62,,
8,21,116-135,House 7,ENHR,21/08/23,,1,1,,,,16,,1,0,0,0,0,,0.34,,
8B,5,162-187,EP,GDD,31/08/23,,1,2,,,,16,,1,2,2,0,3,,0.97,,
8A,4,109-123,,FM/KR,18/08/23,,1,1,,,,16,,3,,0,0,0,,0.5,,
8A,3,130-153,,YKRA,21/08/23,,1,1,,,,16,,1,0,2,0,3,,0.11,,
8,19,227-231,EP,YKRA,25/08/23,,1,2,,,,16,,1,0,1,0,3,,0.27,,
8B,5,122-133,,JSDA,29/08/23,,1,1,,,,16,,1,2,2,0,1,,0.45,,
8A,3,130-152,,YKRA,21/08/23,,1,1,,,,16,,1,3,2,0,1,,0.24,,
8B,5,126-133,,JSDA,29/08/23,,1,1,,,,16,,1,0,1,0,2,,0.65,,
8B,5,124-133,,JSDA,29/08/23,,1,1,,,,16,,3,,0,0,0,,0.47,,
8,18,199-226,,GDD,23/08/23,,1,1,,,,16,,2,0,2,0,3,,0.1,,
8,18,199-226,,GDD,23/08/23,,1,2,,,,16,4,,2,1,0,1,,1.17,,
8,24,195-210,Temple 2,SCS,28/08/23,,1,1,,,,16,,1,1,3,1,2,,1.0,,
8A,4,109-123,,FM/KR,18/08/23,,1,1,,,,16,,2,0,0,0,0,,0.52,,
8B,6,160-215,EP Burial,KR,1/9/2023,,1,1,,,,16,,1,2,2,0,1,2,0.68,,x
7,24SE,239-255,House 4 Outside,RV/HQ/HB,21/07/23,,1,2,,,,16,,3,,0,0,0,1,1.63,MOQ-376,x
8,21,116-135,House 7,ENHR,22/08/23,,1,1,,,,16,,1,2,1,0,1,,0.61,,
8B,6,164-215,EP,SCS/YKRA,1/9/2023,,1,1,,,,16,,2,0,0,0,0,,0.41,,
8,24,195-210,Temple 2,SCS,25/08/23,,1,1,,,,16,,2,0,1,0,3,,0.23,,
8,16,?-172,House 7,ENHR,18/08/23,,1,2,,,,16,,3,,0,0,0,1,0.34,,
7,34N,82-92,House 2 Outside,MB/RP/LL,27/06/23,,1,2,,,,16,,2,0,2,0,3,,1.54,MOQ-682,x
7,33,70-80,House 2 Outside,GHM,22/06/23,,1,3,29.66,15.37,5.2,16,4,,0,1,0,3,1,1.88,MOQ-535,x
8A,4,106-130,,FM/KR,18/08/23,,1,1,,,,16,,2,0,0,0,3,,0.57,,
8B,6,117,,HQB,29/08/23,,1,1,,,,16,,2,0,0,0,0,,0.15,,
8B,6,117,,HQB,29/08/23,,1,1,,,,16,,1,0,2,0,2,1,0.24,,
8B,6,117,,HQB,29/08/23,,1,1,,,,16,,1,3,2,0,3,,0.23,,
8,24,195-210,Temple 2,GCS,28/08/23,,1,1,,,,16,,3,0,0,0,0,,0.08,,
8B,5,95-,,ENHR,28/08/23,,1,1,,,,16,,2,0,3,0,3,,0.31,,
8,18,199-226,House 6,GDD,24/08/23,,1,2,,,,16,,2,0,0,0,0,,1.0,,
8A,2,146-182,,SCS,18/08/23,,1,1,,,,16,,2,0,0,0,0,,0.07,,
8A,2,146-182,,SCS,18/08/23,,1,1,,,,16,,2,0,0,0,0,,0.29,,
8A,2,146-182,,SCS,18/08/23,,2,1,,,,16,,1,0,2,0,3,,0.14,,
8A,4,106-130,,FM/KR,18/08/23,,1,<1,,,,16,,2,0,0,0,0,,0.02,,
8B,6,117,EP Wall Fall,HQB,29/08/23,,1,1,,,,16,,2,0,0,0,0,,0.32,,
8,24,168-203,House 6,GDD,21/08/23,,1,2,,,,16,,3,0,0,0,0,,0.37,,
8,24,168-203,House 6,GDD,21/08/23,,1,2,,,,16,,1,3,0,0,2,,0.9,,
8,24,168-203,House 6,GDD,21/08/23,,1,1,,,,16,,2,0,0,0,0,,0.52,,
8,19,227-231,EP,YKRA,25/08/23,,1,1,,,,16,,1,2,3,0,1,,0.12,,
8B,7,132-147,Edificio Vano de Acceso 2,YKRA,31/08/23,,1,1,,,,16,,1,3,2,0,1,,0.73,,
8B,7,132-147,Edificio Vano de Acceso 2,YKRA,31/08/23,,1,1,,,,16,,1,2,1,0,1,,0.36,,
8,24,168-203,House 6 Outside,GHM,22/08/23,,1,1,,,,16,,2,0,0,0,0,,0.31,,
8,24,168-203,House 6 Outside,GHM,22/08/23,,1,1,,,,16,,3,0,0,0,1,,0.59,,
5,4S,74,,GDD,8/9/2022,,1,2,,,,16,4,,,0,0,,1,1.39,MOQ-291,x
5,4,160-167,House 4N Inside,RPDA,16/09/22,,1,2,21.97,14.45,4.79,16,4,,,0,0,,2,1.22,MOQ-123,x
8,24SW,212-216,Temple 2,SC/JD,28/08/23,,1,2,,,,16,,1,3,0,0,2,,1.27,,
8B,6,101-117,,GDD,29/08/23,,1,2,,,,16,,1,1,0,0,2,,1.04,,x
8A,2,146-182,,SCS,18/08/23,,1,2,,,,16,,1,0,3,0,3,1,0.75,,x
8B,5,124-166,,JSDA,24/08/23,,1,1,,,,16,,1,4,1,0,1,,0.13,,
8,24,168-203,House 6 Outside,GDD,21/08/23,,1,1,,,,16,,1,2,0,0,2,,0.34,,
8B,6,101-117,,GDD,29/08/23,,1,2,,,,16,,3,0,0,0,0,,0.79,,
8,24,195-210,Temple 2,SCS,25/08/23,,1,1,,,,16,,2,0,0,0,0,,0.34,,
8,24,195-210,Temple 2,SCS,25/08/23,,1,1,,,,16,,1,0,1,0,3,,0.06,,
8,16,?-172,House 7,ENHR,21/08/23,,1,1,,,,16,,1,4,3,0,1,1,0.49,,
8B,5,108-133,,JSDA,29/08/23,,1,1,,,,16,,1,3,1,0,1,,0.7,,
8B,6,101-117,,GDD,29/08/23,,1,2,,,,16,,1,3,3,0,1,,1.0,,
8A,2,146-182,,SCS,18/08/23,,1,2,,,,16,,3,0,0,0,0,,0.76,,
8,22,144-176,House 7,GDD,23/08/23,,1,1,,,,16,,2,0,0,0,0,,0.34,,
8B,7,113-,,GDD,29/08/23,,1,1,,,,16,,2,0,1,0,3,,0.1,,
8,19,227-231,EP,YKRA,25/08/23,,1,1,,,,16,,2,0,0,0,0,,0.46,,
8,16,190-200,House 8 Outside,ENHR,25/08/23,,1,1,,,,16,,1,3,0,0,2,,0.31,,
8A,4,109-123,,FM/KR,18/08/23,,1,1,,,,16,,1,2,1,0,1,,0.57,,
8A,4,109-123,,FM/KR,18/08/23,,1,1,,,,16,2,,1,3,0,1,,0.41,flake tool?,
8A,4,123-134,,YKRA,21/08/23,,1,1,,,,16,,2,0,0,0,0,,0.38,,
8,24SW,212-216,Temple 2,SC/JD,28/08/23,,1,2,,,,16,,1,0,1,0,3,,0.49,,
8,21,135-157,,ENHR,23/08/23,,1,1,,,,16,,1,2,0,0,2,,0.8,,
8,21,157-164,House 8 Outside,HQB,24/08/23,,1,1,,,,16,,1,1,2,0,1,,0.31,,
8,21,157-164,House 8 Outside,HQB,24/08/23,,1,2,,,,16,,1,3,2,0,1,,1.15,,
8A,7,75-95,,YKRA,28/08/23,,1,1,,,,16,,2,0,0,0,0,1,0.15,,
8A,7,75-95,,YKRA,28/08/23,,1,1,,,,16,,1,0,2,0,3,,0.47,,
8A,3,159-177,,YKRA,22/08/23,,1,2,,,,16,,2,0,0,0,0,,1.2,,
8,16,?-172,House 7,ENHR,18/08/23,,1,1,,,,16,,2,0,0,0,0,,0.22,,
8B,5,118-133,,JSDA,24/08/23,,1,1,,,,16,,3,0,0,0,0,,0.27,,
8,19,227-231,EP,YKRA,25/08/23,,1,1,,,,16,,1,2,2,0,1,1,0.33,,
8,14,227-231,EP,YKRA,25/08/23,,1,1,,,,16,,3,0,0,0,0,,0.53,,
8,24,195-210,Temple 2,SCS,28/08/23,,1,1,,,,16,,2,0,0,0,0,,0.13,,
8,19,227-231,EP,YKRA,25/08/23,,1,1,,,,16,,2,0,0,0,0,,0.42,,
8,21,157-164,House 8 Outside,HQB,24/08/22,,1,2,,,,16,,1,3,3,0,1,,1.0,,
8A,2,146-182,,SCS,18/08/23,,1,1,,,,16,,1,0,2,0,3,,0.53,,
8,19,231-243,EP,YKRA,25/08/23,,1,1,,,,16,,2,0,0,0,5,,0.68,,
8,19,231-243,EP,YKRA,25/08/23,,1,1,,,,16,,1,1,1,0,1,1,0.29,,
8,19,231-243,EP,YKRA,25/08/23,,1,1,,,,16,,2,0,0,0,0,,0.24,,
8,19,231-243,EP,YKRA,25/08/23,,1,2,,,,16,4,,0,1,0,,,1.06,flake tool? not finished?,x
8,11,?-242,House 7,ENHR,22/08/23,,1,2,,,,16,,1,0,1,0,3,,0.61,,
8B,6,101-117,,GDD,29/08/23,,1,1,,,,16,,2,0,0,0,0,,0.52,,
8B,7,112-132,EP,YKRA,30/08/23,,1,1,,,,16,,2,0,0,0,0,,0.62,,
8B,5N,168-183,EP,GDD,30/08/23,,1,1,,,,16,,2,0,0,0,0,,0.27,,
8B,5N,168-183,EP,GDD,30/08/23,,1,1,,,,16,,2,0,1,0,0,,0.26,,
8B,5N,168-183,EP,GDD,30/08/23,,1,2,,,,16,2,,0,1,0,,2,1.12,,
8,19,227-231,EP,YKRA,25/08/23,,1,1,,,,16,,2,0,0,0,0,,0.42,,
8,24SW,212-216,Temple 2,SC/JD,28/08/23,,1,1,,,,16,,1,0,2,0,3,,0.09,,
8A,4,106-130,,FM/KR,18/08/23,,1,1,,,,16,,1,0,2,0,3,,0.3,,
8,23,169-190,House 7 Outside,GHM,22/08/23,,1,1,,,,16,,2,0,0,0,0,,0.13,,
8A,4,123-134,,YKRA,21/08/23,,1,1,,,,16,,1,2,3,0,1,,0.55,,
8A,4,123-134,,YKRA,21/08/23,,1,1,,,,16,,2,0,0,0,5,,0.7,,
8B,5,95-,,ENHR,28/08/23,,1,1,,,,16,,1,4,3,0,1,1,0.2,,
8,24,168-202,House 6 Outside,GDD,21/08/23,,1,1,,,,16,,2,0,0,0,0,,0.74,,
8A,4,106-130,,FM/KR,18/08/23,,1,1,,,,16,,1,1,0,0,2,,0.5,,
8B,5,129-133,,JSDH,29/08/23,,1,1,,,,16,,2,0,0,0,0,,0.18,,
8B,7,95-113,,GDD,29/08/23,,1,1,,,,16,,1,1,2,0,1,,0.07,,
8B,7,95-113,,GDD,29/08/23,,1,1,,,,16,,2,0,0,0,0,,0.34,,
8B,7,95-113,,GDD,29/08/23,,1,1,,,,16,,3,0,0,0,0,,0.29,,
8B,7,95-113,,GDD,29/08/23,,1,1,,,,16,,2,0,1,0,3,,0.79,,
8B,7,95-113,,GDD,29/08/23,,1,1,,,,16,,2,0,3,0,5,,0.49,,
8B,7,95-113,,GDD,29/08/23,,1,1,,,,16,,2,0,0,0,0,,1.77,,x
8B,6,101-117,,GDD,29/08/23,,1,1,,,,16,,3,0,0,0,0,,0.04,,
8B,6,101-117,,GDD,29/08/23,,1,1,,,,16,,2,0,3,1,3,,0.33,,
8B,6,101-117,,GDD,29/08/23,,1,1,,,,16,,1,1,2,0,1,,0.2,,
8,19,231-243,EP,YKRA,25/08/23,,1,2,,,,16,,1,2,1,0,1,,0.63,,
8,21,116-135,House 7,ENHR,22/08/23,,1,1,,,,16,,2,0,3,0,0,,0.53,,
8B,6,101-117,,GDD,29/08/23,,1,2,,,,16,,3,0,0,0,0,1,0.41,,
8A,4S,218-237,EP Outside,SCS,24/08/23,,1,1,,,,16,,2,0,1,0,0,,0.46,,
8B,7,113-132,EP,YKRA,30/08/23,,1,1,,,,16,,2,0,0,0,0,,0.28,,
8B,7,113-132,EP,YKRA,30/08/23,,1,1,,,,16,,2,0,0,0,0,,0.37,,
8B,7,113-132,EP,YKRA,30/08/23,,1,1,,,,16,,1,0,1,0,3,,0.23,,
8B,7,113-132,EP,YKRA,30/08/23,,1,1,,,,16,,2,0,0,0,0,,0.37,,
8B,7,113-132,EP,YKRA,30/08/23,,1,1,,,,16,,2,0,0,0,0,,0.5,,
8B,7,113-132,EP,YKRA,30/08/23,,1,1,,,,16,4,,0,1,1,0,,0.37,,
8B,7,113-132,EP,YKRA,30/08/23,,1,1,,,,16,,1,1,0,0,2,,0.35,,
8B,7,113-132,EP,YKRA,30/08/23,,1,1,,,,16,,2,0,0,0,0,,0.38,,
8B,7,113-132,EP,YKRA,30/08/23,,1,1,,,,16,,1,0,2,0,3,,0.36,,
8B,7,113-132,EP,YKRA,30/08/23,,1,2,,,,16,,2,0,0,0,0,,1.19,,x
8,16,?-172,,ENHR,18/08/23,,1,1,,,,16,,3,0,0,0,0,,0.24,,
8B,5,201-213,EP,SV,1/9/2023,,1,1,,,,16,,1,0,2,0,3,1,0.25,,
8B,5,201-213,EP,SV,1/9/2023,,1,2,,,,16,2,,,1,0,0,2,0.85,flake tool?,x
8A,4,106-130,,FM/KR,18/08/23,,1,1,,,,16,,2,0,3,0,0,,0.55,,
8B,6,117,EP Wall Fall,HQB,29/08/23,,1,1,,,,16,,3,0,0,0,0,,0.09,,
8,22,144-176,House 7,GDD,23/08/23,,1,1,,,,16,,3,0,0,0,0,,0.25,,
8,22,144-176,House 7,GDD,23/08/23,,1,1,,,,16,,1,2,3,0,1,,0.62,,
8,22,144-176,House 7,GDD,23/08/23,,1,1,,,,16,,2,0,0,0,0,,0.65,,
8,22,144-176,House 7,GDD,23/08/23,,1,1,,,,16,,2,0,0,0,0,,1.7,something else?,x
8B,5,95-,,ENHR,28/08/23,,1,1,,,,16,,3,0,0,0,0,,0.17,,
8B,6,117-,EP Wall Fall,YKRA,30/08/23,,1,1,,,,16,,3,0,0,0,0,,0.28,,
8A,4,123-134,,YKRA,21/08/23,,1,1,,,,16,,1,0,2,0,3,,0.06,,
8,16,?-172,,ENHR,18/08/23,,1,2,,,,16,,2,0,0,0,0,,0.7,,
8,17,144-203,,GHM,22/08/23,,1,2,,,,16,,1,0,3,0,3,1,0.41,,
8,24,195-210,Temple 2,SCS,28/08/23,,1,2,,,,16,,1,2,3,0,1,1,1.06,,
8,18,199-226,House 6,GDD,24/08/23,,1,1,,,,16,,1,0,3,0,3,,0.33,,
8B,6,117,EP Wall Fall,HQB,29/08/23,,1,1,,,,16,,3,0,0,0,0,,0.48,,
8A,1,236-238,House 6,SCS,22/08/23,,1,2,,,,16,,3,0,0,2,0,,2.41,,
8,23,190-200,House 7,GDD,24/08/23,,1,1,,,,16,,3,0,0,0,0,,0.55,,
8,23,169-190,House 7 Outside,GHM,22/08/23,,2,1>,,,,16,,2,0,0,0,0,,0.01,,
8,23,169-190,House 7 Outside,GHM,22/08/23,,1,1,,,,16,,1,0,2,0,3,,0.01,,
8,23,169-190,House 7 Outside,GHM,22/08/23,,1,1,,,,16,,1,0,1,0,3,,0.03,,
8,23,169-190,House 7 Outside,GHM,22/08/23,,1,1,,,,16,,2,0,0,0,0,,0.09,,
8,23,169-190,House 7 Outside,GHM,22/08/23,,1,1,,,,16,,1,0,1,0,3,,0.14,,
8,23,169-190,House 7 Outside,GHM,22/08/23,,1,1,,,,16,,1,0,2,0,3,,0.14,,
8,23,169-190,House 7 Outside,GHM,22/08/23,,1,1,,,,16,,3,0,0,0,0,,0.16,,
8,23,169-190,House 7 Outside,GHM,22/08/23,,1,1,,,,16,,3,0,0,0,0,,0.41,,
8,23,169-190,House 7 Outside,GHM,22/08/23,,1,1,,,,16,,2,0,0,0,0,,0.22,,
8,23,169-190,House 7 Outside,GHM,22/08/23,,1,1,,,,16,,2,0,0,0,0,,0.63,,
8,19,227-231,EP,YKRA,25/08/23,,1,1,,,,16,,2,0,0,0,0,,0.29,,
8,18,199-226,House 6,GDD,24/08/23,,1,1,,,,16,,3,0,0,0,0,,0.12,,
8,18,199-226,House 6,GDD,24/08/23,,1,1,,,,16,,1,0,1,0,3,,0.01,,
8,18,199-226,House 6,GDD,24/08/23,,1,1,,,,16,,2,0,0,0,0,,0.55,,
8,18,199-226,House 6,GDD,24/08/23,,1,2,,,,16,,1,3,0,0,2,,0.91,,
8A,3,130-152,,YKRA,21/08/23,,1,1,,,,16,,3,0,0,0,0,,0.07,,
8A,3,130-152,,YKRA,21/08/23,,1,1,,,,16,,2,0,3,0,3,,0.35,,
8A,3,130-152,,YKRA,21/08/23,,1,1,,,,16,,1,0,1,0,3,,0.31,,x
7B,3,189-200,House 1 Above,GD/GH/SC,13/07/23,,1,1,,,,16,,1,0,3,0,3,,0.64,MOQ-458,
7B,3,189-200,House 1 Above,GD/GH/SC,13/07/23,,1,1,,,,16,,1,3,1,0,1,,0.5,MOQ-618,x
7B,3,189-200,House 1 Above,GD/GH/SC,13/07/23,,1,1,,,,16,,2,0,0,0,0,,0.34,MOQ-581,
7B,3,189-200,House 1 Above,GD/GH/SC,13/07/23,,1,1,,,,16,,2,0,0,0,0,,0.24,MOQ-582,
7B,3,215-,House 1 Hallway,GDD,20/07/23,,1,1,,,,16,,3,0,0,0,0,,0.11,MOQ-492,
7B,3,189-200,House 1 Above,GD/GH/SC,13/07/23,,1,1,,,,16,,1,2,2,0,1,,0.27,MOQ-525,
7B,3,189-200,House 1 Above,GD/GH/SC,13/07/23,,1,1,,,,16,,3,0,0,0,0,,0.27,MOQ-576,
7A,5,310-313,,GDD,21/07/23,,1,2,,,,16,,2,0,0,0,0,,1.39,MOQ-593,
7A,5,310-313,,GDD,21/07/23,,1,2,,,,16,,1,2,2,0,1,,1.43,MOQ-634,
7A,5,310-313,,GDD,21/07/23,,1,1,,,,16,,1,0,3,0,3,,0.32,MOQ-633,
7A,5,310-313,,GDD,21/07/23,,1,2,25.61,15.57,7.93,16,2,,,`,0,,2,2.26,MOQ-639,x
7A,5,310-313,,GDD,21/07/23,,1,1,,,,16,,1,0,3,0,3,1,0.41,MOQ-648,
7A,6,321-324,,GDD,24/07/23,,1,2,,,,16,,3,0,0,0,0,,0.27,MOQ-657,
7A,6,321-324,,GDD,24/07/23,,1,1,,,,16,,2,0,0,0,0,,0.46,MOQ-632,
7A,6,321-324,,GDD,24/07/23,,1,2,,,,16,,,,,0,,,1.71,MOQ-621,
7A,6,321-324,,GDD,24/07/23,,1,1,,,,16,,3,0,0,0,0,,0.13,MOQ-626,
7A,6,321-324,,GDD,24/07/23,,1,1,,,,16,,1,1,0,0,2,,0.33,MOQ-625,
7A,6,321-324,,GDD,24/07/23,,1,1,,,,16,,2,0,1,0,3,,0.5,MOQ-623,
7A,6,321-324,,GDD,24/07/23,,1,1,,,,16,,1,2,1,0,1,1,0.67,MOQ-620,
7A,6,321-324,,GDD,24/07/23,,1,1,,,,16,,2,0,0,0,0,,0.41,MOQ-622,
7A,6,321-324,,GDD,24/07/23,,1,1,,,,16,,2,0,0,0,0,,0.74,MOQ-624,
7,29NE,237-244,House 4,HQB,20/07/23,,1,1,,,,16,,1,2,2,0,1,1,0.42,MOQ-2320,
7,29NE,237-244,House 4,HQB,20/07/23,,1,2,,,,16,3,,1,,0,,,2.37,MOQ-2321,x
7,24W,253-261,House 4 Below Floor,MB/LL/RV,24/07/23,,1,>1,,,,16,,3,0,0,0,0,,0.02,MOQ-2340,
7,30NW,241-294,House 4 Below Floor,MB/LL/RV,24/07/23,,1,1,,,,16,,3,0,0,0,0,,0.53,MOQ-2332,
7,36,103-105,House 1 Outside,RVQ,27/06/23,,1,1,,,,16,,3,0,0,0,0,,0.16,MOQ-2324,
7,30,190-214,House 1,AFA,11/7/2023,,1,1,,,,16,,1,0,1,0,3,,0.14,MOQ-2331,
7,19,176-186,House 3,ENHR,29/06/23,,1,1,,,,16,,1,0,2,0,3,,0.2,MOQ-2329,
7,30,190-214,House 1,AFA,11/7/2023,,1,1,,,,16,,2,2,0,0,2,,0.55,MOQ-2308,
7,17,300-303,,GD/EN,28/07/23,,1,1,,,,16,,1,4,2,0,1,,0.17,MOQ-2279,
7,17,300-303,,GD/EN,28/07/23,,1,1,,,,16,,1,0,2,0,3,,0.42,MOQ-2280,
7,30,214-219,House 1,AF/MB,12/7/2023,,1,1,,,,16,,2,2,0,0,2,,0.75,MOQ-2296,
7,33N,80-90,House Outside,MB/RP,28/06/23,,1,1,,,,16,,1,2,1,0,1,,0.54,MOQ-2286,
7,18,286-301,,GD/EN,27/07/23,,1,1,,,,16,,2,0,0,0,0,,0.4,MOQ-2283,
7,17,300-303,,GD/EN,28/07/23,,1,1,,,,16,,2,0,1,0,3,,0.09,MOQ-2287,
7,17,300-303,,GD/EN,28/07/23,,1,1,,,,16,,3,0,0,2,0,,0.55,MOQ-2288,x
7,23SE+29SE,269-277,House 5 Inside,MB/LL,28/07/23,,1,1,,,,16,,1,0,2,0,3,,0.11,MOQ-2300,
7,23SE+29SE,269-277,House 5 Inside,MB/LL,28/07/23,,1,1,,,,16,,3,0,0,0,0,,0.09,MOQ-2301,
7,23SE+29SE,269-277,House 5 Inside,MB/LL,28/07/23,,1,1,,,,16,,2,0,0,0,0,,0.18,MOQ-2302,
7,23SE+29SE,269-277,House 5 Inside,MB/LL,28/07/23,,1,1,,,,16,,1,0,2,0,3,,0.02,not pxrf'd,
7,24NE,265-271,House 4 Outside,RV/MB/LL/RR,25/07/23,,1,2,,,,16,,3,0,0,0,0,,0.54,MOQ-2309,
7,24,247-327,House 1,MB/HQ,11/7/2023,,1,1,,,,16,,1,2,2,0,1,,0.26,MOQ-2256,
7,33N,80-90,House Outside,MB/RP/LL,27/06/23,,1,2,,,,16,,1,2,3,0,1,,0.85,MOQ-2255,
7,30NE,254-268,House 4 Outside,RV/MB/LL/RR,25/07/23,,1,1,,,,16,,2,0,0,0,0,,0.61,MOQ-2311,
7,30NW,255-270,House 5,MB/RV,26/07/23,,1,1,,,,16,,1,2,3,0,1,,0.11,MOQ-2305,
7,11,359-362,,RVQ,27/06/23,,1,2,,,,16,,1,1,2,0,1,,0.81,MOQ-2254,
7,24NE,265-271,House 4 Outside Below,NB/RV,25/07/23,,1,1,,,,16,,1,1,3,0,1,"1,2",0.47,MOQ-2281,x
7,23W,244-245,House 1 Floor,HQB,20/07/23,,1,1,,,,16,,3,0,0,0,0,,0.22,MOQ-2258,
7,17,294-298,,RVQ,27/06/23,,1,1,,,,16,,,,,4,,,1.11,MOQ-2260,x
7,30,190-214,House 1,AFA,11/7/2023,,1,1,,,,16,,1,4,2,0,1,,0.59,MOQ-2269,
7,29,192-215,House 1,AFA,12/7/2023,,1,1,14.1,11.61,4.36,16,4,,,1,0,,2,0.71,MOQ-2297,x
