Unidad,Cuad,Nivel,Rasgo,Excavador,Fecha,Context,N frag.,Tamaño frag.,Length,Width,Thickness,Material,Technological Type,Debris,Platform Type,Termination,% Cortex,Portion,Modification,Weight,Notes,Foto,House_Num,Location_Type,Context_Type,Debris_Label
7,26,153-166,House 2 Outside,LL/EN,7/7/2023,,1,2,,,,16,2,,,1,0,,2,1.05,MOQ-1399,x,House 2,Outside,Domestic,Missing
7,34N,98-107,House 2 Outside,MB/GDD,3/7/2023,,1,2,,,,16,,3,0,0,0,0,,1.04,MOQ-1434,,House 2,Outside,Domestic,Angular debris
7,25,125-139,House 3 Outside,LL/EN,7/7/2023,,1,2,,,,16,,2,0,1,0,3,,1.0,MOQ-1400,,House 3,Outside,Domestic,Flake shatter
7,33N,90-96,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,2,2,0,1,,0.04,MOQ-1405,,House 2,Outside,Domestic,Proximal flake
7,33N,90-96,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,2,1,0,1,,0.2,MOQ-1406,,House 2,Outside,Domestic,Proximal flake
7,21E,207-232,House 2 Inside,SCC/GDD,5/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.21,MOQ-1418,,House 2,Inside,Domestic,Angular debris
7,23,243-,House 1,RP,7/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.21,MOQ-1441,,House 1,Unspecified (House),Domestic,Angular debris
7,23,243-,House 1,RP,7/7/2023,,1,2,,,,16,,1,2,0,0,2,,0.81,MOQ-1440,,House 1,Unspecified (House),Domestic,Proximal flake
7,28,151-,House 1 Inside,MB/RP,28/6/23,,1,1,,,,16,,2,0,2,0,3,,0.31,MOQ-1401,,House 1,Inside,Domestic,Flake shatter
7,25,125-156,House 3 Outside,ENHR,7/7/2023,,1,2,,,,16,,1,0,1,0,3,,0.7,MOQ-1396,,House 3,Outside,Domestic,Proximal flake
7,16,265-285,,MB/LL/R,30/06/23,,1,1,,,,16,,1,0,0,0,4,,0.02,MOQ-1397,,,Unknown,No Context,Proximal flake
7,35N,106-109,House 1 Outside,RVQ,3/7/2023,,1,1,,,,16,,1,2,1,0,1,,0.01,not pxrfd,,House 1,Outside,Domestic,Proximal flake
7,34N,98-107,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,2,1,0,1,1,0.31,MOQ-1383,x,House 2,Outside,Domestic,Proximal flake
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,0,2,0,3,,0.27,MOQ-1379,,House 2,Outside,Domestic,Proximal flake
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,2,0,0,0,0,,0.24,MOQ-1378,,House 2,Outside,Domestic,Flake shatter
7,34N,92-98,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,0,1,0,3,,0.02,not pxrfd,,House 2,Outside,Domestic,Proximal flake
7,32,84-94,,ENHR,3/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.14,MOQ-1368,,,Unknown,No Context,Angular debris
7,35N,106-109,,RVQ,3/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.09,MOQ-1372,,,Unknown,No Context,Angular debris
7,26,143-153,House 2 Outside,LL/EN,6/7/2023,,1,1,,,,16,,1,1,3,0,1,,0.11,MOQ-1402,,House 2,Outside,Domestic,Proximal flake
7,33N,90-96,House 2 Outside,MB/GDD,3/7/2023,,1,2,,,,16,,1,2,2,0,1,,0.87,MOQ-1388,x,House 2,Outside,Domestic,Proximal flake
7,25,123-125,,LL,4/6/2023,,1,1,,,,16,,1,1,2,0,1,,0.22,MOQ-1423,,,Unknown,No Context,Proximal flake
7,32,84-94,,ENHR,3/7/2023,,1,2,,,,16,,1,1,1,0,1,,0.05,not pxrfd,x,,Unknown,No Context,Proximal flake
7,32,84-94,,ENHR,3/7/2023,,1,3,,,,16,,?,?,?,0,?,,3.72,MOQ-1370,x,,Unknown,No Context,Unknown
7,25,125-139,House 3 Outside,LL/EN,7/7/2023,,1,1,,,,16,,1,2,2,0,1,,0.67,MOQ-1313,,House 3,Outside,Domestic,Proximal flake
7,26,153-166,House 2 Outside,LLEN,7/7/2023,,1,2,,,,16,4,,,1,0,,2,0.39,MOQ-1374,x,House 2,Outside,Domestic,Missing
7,26,153-166,House 2 Outside,LLEN,7/7/2023,,1,2,,,,16,,2,0,0,0,0,,0.66,MOQ-1375,,House 2,Outside,Domestic,Flake shatter
7,24,173-,House 2,RP,6/7/2023,,1,1,,,,16,,1,1,2,0,1,,0.27,MOQ-1444,x,House 2,Unspecified (House),Domestic,Proximal flake
7,29,163-,House 2,RVQ,4/7/2023,,1,1,,,,16,,1,0,2,0,3,,0.27,MOQ-1436,,House 2,Unspecified (House),Domestic,Proximal flake
7,25,123-125,,LL,4/6/2023,,1,2,,,,16,,1,2,2,0,1,,0.48,MOQ-1431,,,Unknown,No Context,Proximal flake
7,25,123-125,,LL,4/6/2023,,1,2,,,,16,4,,,1,0,,2,0.83,MOQ-1448,x,,Unknown,No Context,Missing
7,29,173-186,House 2,RP,6/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.44,MOQ-1422,,House 2,Unspecified (House),Domestic,Angular debris
7,24,238-247,House 1,RP,5/7/2023,,1,1,,,,16,,2,0,0,0,0,,0.66,MOQ-1433,,House 1,Unspecified (House),Domestic,Flake shatter
7,21E,207-232,House 2 Inside,SCC/GDD,5/7/2023,,1,1,,,,16,4,,2,,0,,2,0.53,MOQ-1439,x,House 2,Inside,Domestic,Missing
7,27,146-163,,SC/GD,4/7/2023,,1,1,,,,16,,1,2,0,0,2,,0.2,MOQ-1447,,,Unknown,No Context,Proximal flake
7,20,211-216,,ENHR,6/5/2023,,1,2,,,,16,2,,,1,0,,2,0.62,MOQ-1451,x,,Unknown,No Context,Missing
7,21E,207-232,,SCC/GDD,5/7/2023,,1,2,,,,16,,1,1,1,0,1,,0.22,MOQ-1499,,,Unknown,No Context,Proximal flake
7,29,173-186,House 2,RP,6/7/2023,,1,1,,,,16,,2,0,0,0,0,,0.54,MOQ-1462,,House 2,Unspecified (House),Domestic,Flake shatter
7,29,173-186,House 2,RP,6/7/2023,,1,1,,,,16,,1,1,2,0,1,,0.27,MOQ-1463,,House 2,Unspecified (House),Domestic,Proximal flake
7,36N,105-108,House 1 Outside,RVQ,3/7/2023,,1,1,,,,16,,1,0,2,0,3,,0.28,MOQ-1450,,House 1,Outside,Domestic,Proximal flake
7,30,176-195,House 1,LL,6/7/2023,,1,2,,,,16,,1,1,2,0,1,,0.45,MOQ-1458,,House 1,Unspecified (House),Domestic,Proximal flake
7,22,242-243,House 2 Inside,LL/EN,10/7/2023,,1,2,,,,16,,3,0,0,0,0,,0.24,MOQ-1456,,House 2,Inside,Domestic,Angular debris
7,35N,106-109,,RVQ,3/7/2023,,1,2,,,,16,,1,1,3,0,1,,0.89,MOQ-1398,,,Unknown,No Context,Proximal flake
7,26,143-153,,LL/EN,7/7/2023,,1,2,,,,16,2,,2,2,0,,"1,2",0.71,MOQ-1403,x,,Unknown,No Context,Missing
7,25,125-156,House 3 Outside,LL/EN,7/7/2023,,1,2,,,,16,,1,1,2,0,1,1,0.93,MOQ-1380,,House 3,Outside,Domestic,Proximal flake
7,23,223-229,,AFA/MB,29/06/23,,1,1,,,,16,,1,0,1,0,3,,0.3,MOQ-1314,,,Unknown,No Context,Proximal flake
7,29,159-163,House 1 Inside,LL,29/06/23,,1,1,,,,16,,2,0,0,0,0,,0.5,MOQ-1326,,House 1,Inside,Domestic,Flake shatter
7,18,303-314,,GDD,30/06/23,,1,2,22.51,11.32,4.58,16,4,,1,2?,0,,2,1.0,MOQ-1318,x,,Unknown,No Context,Missing
7,29,163-173,House 2,GHM,4/7/2023,,1,2,16.39,13.26,4.3,16,2,,0,1,0,3,,0.78,MOQ-1445,x,House 2,Unspecified (House),Domestic,Missing
7,26,136-143,,ENHR,3/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.18,MOQ-1479,,,Unknown,No Context,Angular debris
7,26,136-143,,ENHR,3/7/2023,,1,2,20.22,9.57,3.26,16,4,,,1,0,,2,0.69,MOQ-1528,x,,Unknown,No Context,Missing
7,22,220-222,,SCC/GDD,4/7/2023,,1,2,,,,16,,1,1,2,0,1,,0.74,MOQ-1459,,,Unknown,No Context,Proximal flake
7,26,136-143,,ENHR,3/7/2023,,1,1,,,,16,,1,1,2,0,1,,0.07,MOQ-1526,,,Unknown,No Context,Proximal flake
7,20,202-211,,LL,4/6/2023,,1,2,,,,16,,1,1,2,0,1,1,0.61,MOQ-1446,x,,Unknown,No Context,Proximal flake
7,30,176-195,House 1,RP,6/7/2023,,1,1,,,,16,,1,0,2,0,3,1,0.21,MOQ-1449,,House 1,Unspecified (House),Domestic,Proximal flake
7,21E,207-232,House 2 Inside,SC/GD,5/7/2023,,1,1,,,,16,,1,0,2,0,3,1,0.42,MOQ-1442,,House 2,Inside,Domestic,Proximal flake
7,23,243-,House 1,RP/RVQ,7/7/2023,,1,1,,,,16,,2,0,0,0,0,,0.03,MOQ-1516,,House 1,Unspecified (House),Domestic,Flake shatter
7,23,243-,House 1,RP/RVQ,7/7/2023,,1,2,,,,16,,1,1,2,0,1,,0.95,MOQ-1515,,House 1,Unspecified (House),Domestic,Proximal flake
7,22,222-242,House 2 Inside,GDD/SCC,5/7/2023,,1,1,,,,16,,1,2,3,0,1,,0.24,MOQ-1529,,House 2,Inside,Domestic,Proximal flake
7,27,146-163,,SC/GD,4/7/2023,,1,1,,,,16,,1,1,3,0,1,,0.09,MOQ-1453,,,Unknown,No Context,Proximal flake
7,27,146-163,,SC/GD,4/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.14,MOQ-1454,,,Unknown,No Context,Angular debris
7,26,153-166,House 2 Outside,LL,7/7/2023,,1,2,,,,16,,1,2,2,0,1,,0.6,MOQ-1455,,House 2,Outside,Domestic,Proximal flake
7,32,84-94,,ENHR,3/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.13,MOQ-1371,,,Unknown,No Context,Angular debris
7,22,217-,Floor Inside,MB,29/6/23,,1,1,,,,16,,2,0,0,0,0,,0.3,MOQ-1452,,,Inside,Other,Flake shatter
7,22,217-,Floor Inside,MB,29/6/23,,1,1,,,,16,,3,0,0,0,0,,0.03,not-pxrfd,,,Inside,Other,Angular debris
7,30,176-195,House 1,RP,6/7/2023,,1,2,,,,16,,2,0,0,0,0,,1.63,MOQ-1466,,House 1,Unspecified (House),Domestic,Flake shatter
7,30,176-195,House 1,RP,6/7/2023,,1,1,,,,16,,1,2,1,0,1,3,0.91,MOQ-1467,x,House 1,Unspecified (House),Domestic,Proximal flake
7,30,176-195,House 1,RP,6/7/2023,,1,1,,,,16,,1,1,2,0,1,1,0.7,MOQ-1468,x,House 1,Unspecified (House),Domestic,Proximal flake
7,20,202-211,,LL,4/6/2023,,1,2,,,,16,4,,0,1,0,3,2,2.58,MOQ-1437,x,,Unknown,No Context,Missing
7,25,125-156,House 3 Outside,ENHR,7/7/2023,,1,2,22.9,15.35,4.9,16,4,,,1,0,,2,1.4,MOQ-1432,x,House 3,Outside,Domestic,Missing
7,26,143-153,,LL/EN,6/7/2023,,1,2,,,,16,,1,2,2,0,1,,0.73,MOQ-1367,,,Unknown,No Context,Proximal flake
7,23,243-,House 1,RP,7/7/2023,,1,1,,,,16,,1,0,3,0,3,,0.35,MOQ-1457,,House 1,Unspecified (House),Domestic,Proximal flake
7,28,151-152,House 1 Inside,MB/RP,28/6/23,,1,1,,,,16,,1,0,0,0,4,1,0.05,not-pxrfd,,House 1,Inside,Domestic,Proximal flake
7,34N,92-98,House 1 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,2,3,0,1,,0.34,not-pxrfd,,House 1,Outside,Domestic,Proximal flake
7,22,217-220,House 2 Below Floor,GDD,29/6/23,,1,1,,,,16,,2,0,0,0,0,,0.1,MOQ-1330,,House 2,Inside,Domestic,Flake shatter
7,32,84-94,,ENHR,3/7/2023,,1,1,,,,16,,1,1,0,0,2,,0.14,MOQ-1394,,,Unknown,No Context,Proximal flake
7,23,223-229,House 2 Below,GDD,30/6/23,,1,1,,,,16,,3,0,0,0,0,,0.1,MOQ-1334,,House 2,Below,Domestic,Angular debris
7,36,103-105,House 1 Outside,RVQ,27/6/23,,1,1,,,,16,,3,0,0,0,0,,0.6,MOQ-1280,,House 1,Outside,Domestic,Angular debris
7,20,189-202,,ENHR,29/6/23,,1,1,,,,16,,2,0,0,0,0,,0.1,MOQ-1317,,,Unknown,No Context,Flake shatter
7,34,76-82,House 2 Outside,MB/LL,21/6/23,,1,1,,,,16,,2,0,0,0,0,,0.2,MOQ-1316,,House 2,Outside,Domestic,Flake shatter
7,34,76-82,House 2 Outside,MB/LL,21/6/23,,1,1,,,,16,,1,2,0,0,2,,0.4,MOQ-1183,,House 2,Outside,Domestic,Proximal flake
7,23,223-229,House 2 Below,GDD,30/06/23,,1,2,,,,16,,1,0,1,0,3,,1.2,MOQ-1327,,House 2,Below,Domestic,Proximal flake
7,22,217-220,House 2 Below Floor,MB,29/06/23,,1,2,,,,16,,2,0,0,0,0,,1.2,MOQ-1335,,House 2,Inside,Domestic,Flake shatter
7,22,217-220,House 2 Below Floor,MB,29/06/23,,1,1,,,,16,,1,0,3,0,3,,0.5,MOQ-1336,,House 2,Inside,Domestic,Proximal flake
7,22,217-220,House 2 Below Floor,MB,29/06/23,,1,2,,,,16,,1,3,3,0,1,1,1.2,MOQ-1277,x,House 2,Inside,Domestic,Proximal flake
7,24SE+30NE,297-313,House 5 Outside Below,MB,3/8/2023,,1,1,,,,16,,1,2,2,0,1,,1.0,MOQ-1184,,House 5,Outside,Domestic,Proximal flake
7,18,303-314,,GDD,30/06/23,,1,1,,,,16,,1,0,1,0,3,1,0.1,MOQ-1337,,,Unknown,No Context,Proximal flake
7,18,303-314,,GDD,30/06/23,,1,2,,,,16,,2,0,0,0,0,0,0.4,MOQ-1338,,,Unknown,No Context,Flake shatter
7,23,223-229,,GDD,30/06/23,,1,1,,,,16,,1,0,1,0,3,,0.2,MOQ-1329,,,Unknown,No Context,Proximal flake
7,19,192-207,House 3,LL/EN,6/7/2023,,1,1,,,,16,2,,,1,0,,1,0.4,MOQ-1279,,House 3,Unspecified (House),Domestic,Missing
7,18,303-314,,GDD,30/06/23,,1,2,,,,16,,1,2,2,0,1,1,0.7,MOQ-1312,x,,Unknown,No Context,Proximal flake
7,21W,207-232,House 2 Outside,SC/GD,5/7/2023,,1,2,,,,16,,1,0,2,0,3,,0.54,MOQ-1507,,House 2,Outside,Domestic,Proximal flake
7,34N,98-107,House 2 Outside,MB/GDD,3/7/2023,,1,2,,,,16,,2,1,0,0,2,,0.75,MOQ-1438,,House 2,Outside,Domestic,Flake shatter
7,34N,98-107,House 2 Outside,MB/GDD,3/7/2023,,1,3,,,,16,,2,3,0,0,2,,4.22,MOQ-1530,x,House 2,Outside,Domestic,Flake shatter
7,23,223-229,,GDD,30/06/23,,1,1,,,,16,,1,2,2,0,1,,0.4,MOQ-1213,,,Unknown,No Context,Proximal flake
7,28,151-152,House 1 Inside,MB/RP,28/06/23,,1,1,,,,16,,1,1,2,0,1,,0.08,MOQ-1214,,House 1,Inside,Domestic,Proximal flake
8,16,?-172,House 7,ENHR,18/08/23,,1,2,,,,16,4,,,1,0,,2,0.93,MOQ-2386,x,House 7,Unspecified (House),Domestic,Missing
8,23,189-190,House 7 Outside,GHM,22/08/23,,1,2,,,,16,4,,,1,0,,2,1.33,MOQ-2359,x,House 7,Outside,Domestic,Missing
8,13,270-290,,SCS,28/07/23,,1,2,,,,16,4,,,1,0,,,1.63,MOQ-2350,x,,Unknown,No Context,Missing
8,16,?-172,House 7,ENHR,18/08/23,,1,1,,,,16,,2,0,1,0,3,,0.44,MOQ-2345,,House 7,Unspecified (House),Domestic,Flake shatter
8,10,362-378,,RP,1/8/2023,,1,1,,,,16,,1,1,2,0,1,,0.18,MOQ-1849,,,Unknown,No Context,Proximal flake
8,13,270-290,,SCS/JQ,28/07/23,,1,1,,,,16,,1,0,2,0,3,,0.13,MOQ-2292,,,Unknown,No Context,Proximal flake
8,16,?-172,House 7,ENHR,18/08/23,,1,1,,,,16,,3,0,0,0,0,,1.57,MOQ-2377,,House 7,Unspecified (House),Domestic,Angular debris
8,24SW,212-216,Temple 2,SC/JD,28/08/23,,1,2,,,,16,4,,,1,0,,2,0.91,MOQ-2398,x,,Other,Temple,Missing
8,18,167-181,,SCS,27/07/23,,1,1,,,,16,,1,2,2,0,1,,0.22,MOQ-2298,,,Unknown,No Context,Proximal flake
8,13,237-240,Ceramic Event,RT/JQ,2/8/2023,,1,2,,,,16,,1,1,2,0,1,,0.81,MOQ-1918,,,Other,Ceramic Event,Proximal flake
8,18,167-181,,SCS,27/07/23,,1,1,,,,16,,1,2,3,0,1,,0.2,MOQ-2278,,,Unknown,No Context,Proximal flake
8,16,190-200,House 8 Outside,HQB,24/08/23,,1,1,,,,16,,1,0,1,0,3,2,0.41,MOQ-2388,,House 8,Outside,Domestic,Proximal flake
8,19,194-206,,SCS,4/8/2023,,1,2,,,,16,,3,0,0,0,0,,0.94,MOQ-1811,,,Unknown,No Context,Angular debris
8,21,116-135,House 7,ENHR,21/08/23,,1,1,,,,16,,2,0,0,1,0,,0.36,MOQ-2387,,House 7,Unspecified (House),Domestic,Flake shatter
8,24,168-203,House 6 Outside,GDD,21/08/23,,1,2,,,,16,,1,1,0,0,2,,1.83,MOQ-2394,,House 6,Outside,Domestic,Proximal flake
8,12,244-248,,SCS,31/07/23,,1,1,,,,16,,1,2,0,0,2,1,0.62,MOQ-1911,,,Unknown,No Context,Proximal flake
8,23,118-134,,RP,4/8/2023,,1,1,,,,16,,1,2,2,0,1,,0.05,MOQ-1888,,,Unknown,No Context,Proximal flake
8,24,125-135,,FM/AF,2/8/2023,,1,1,,,,16,,1,2,2,0,1,,0.37,MOQ-1867,,,Unknown,No Context,Proximal flake
8,23,118-134,,RP,4/8/2023,,1,1,,,,16,,1,0,2,0,3,,0.2,MOQ-1836,,,Unknown,No Context,Proximal flake
8,25,132-149,,GD/EN,2/8/2023,,1,1,,,,16,,1,2,1,0,1,,0.21,MOQ-1822,,,Unknown,No Context,Proximal flake
8,24,125-135,,FM/AF,2/8/2023,,1,1,,,,16,,1,1,2,0,1,,0.1,MOQ-1673,,,Unknown,No Context,Proximal flake
8,24,125-135,,FM,2/8/2023,,1,1,,,,16,,1,2,2,0,1,,0.27,MOQ-1812,,,Unknown,No Context,Proximal flake
8,24,125-135,,FM/AF/JC,2/8/2023,,1,2,,,,16,,1,1,1,0,1,,1.0,MOQ-1898,,,Unknown,No Context,Proximal flake
8,13,270-290,,SCS,28/07/23,,1,1,,,,16,,1,1,1,0,1,,0.27,MOQ-2307,x,,Unknown,No Context,Proximal flake
8,13,237-240,Ceramic Event,RT/JQ,2/8/2023,,1,1,,,,16,,1,1,2,0,1,,0.14,MOQ-1897,,,Other,Ceramic Event,Proximal flake
8,13,270-290,,SCS,28/07/23,,1,2,,,,16,,2,0,0,0,0,,1.05,MOQ-2303,,,Unknown,No Context,Flake shatter
8,22,144-176,House 7,GDD,23/08/23,,1,1,,,,16,,3,0,0,0,0,,0.32,MOQ-2349,,House 7,Unspecified (House),Domestic,Angular debris
8,13,270-290,,SCS,28/07/23,,1,2,,,,16,,2,0,0,0,0,,0.72,MOQ-2304,,,Unknown,No Context,Flake shatter
8,18,181-192,,FM/AF,2/8/2023,,1,1,,,,16,,1,1,1,0,1,,0.45,MOQ-1896,,,Unknown,No Context,Proximal flake
8,25,132-149,,GD/EN,2/8/2023,,1,2,,,,16,,1,2,3,0,1,,0.39,MOQ-1889,x,,Unknown,No Context,Proximal flake
8,24,135-143,,JQ,4/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.29,MOQ-1894,,,Unknown,No Context,Angular debris
8,24,125-135,,FM/SC,2/8/2023,,1,1,,,,16,,1,1,1,0,1,,0.2,MOQ-1899,,,Unknown,No Context,Proximal flake
8,24,135-143,,JQ,4/8/2023,,1,1,,,,16,,1,0,0,0,4,,0.04,MOQ-1900,,,Unknown,No Context,Proximal flake
8,25,132-149,,GD/EN,2/8/2023,,1,1,,,,16,,2,0,1,1,3,,0.64,MOQ-1913,,,Unknown,No Context,Flake shatter
8,13,237-240,Ceramic Event,RT/JQ,2/8/2023,,1,1,,,,16,4,,,1,0,,2,0.69,MOQ-1902,,,Other,Ceramic Event,Missing
8,18,181-192,,FM/MB,2/8/2023,,1,1,,,,16,,1,0,1,0,3,,0.27,MOQ-1893,,,Unknown,No Context,Proximal flake
8,19,194-206,,SCS,4/8/2023,,1,2,,,,16,,1,1,1,0,1,,0.17,MOQ-1809,,,Unknown,No Context,Proximal flake
8,24,125-135,,FM/AF,2/8/2023,,1,1,,,,16,,1,1,2,0,1,,0.34,MOQ-1789,,,Unknown,No Context,Proximal flake
8,23,118-134,,RP,4/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.28,MOQ-1561,,,Unknown,No Context,Angular debris
8,23,118-134,,RP,4/8/2023,,1,1,,,,16,,1,1,2,0,1,,0.21,MOQ-1588,,,Unknown,No Context,Proximal flake
8,24,125-135,,FM/SC,2/8/2023,,1,1,,,,16,,1,1,2,0,1,,0.18,MOQ-1849,,,Unknown,No Context,Proximal flake
8,24,135-143,,JQ,4/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.27,MOQ-1552,,,Unknown,No Context,Angular debris
8,23,118-134,,RP,4/8/2023,,1,1,,,,16,,1,1,2,0,1,,0.37,MOQ-1760,,,Unknown,No Context,Proximal flake
8,23,118-134,,RP,4/8/2023,,1,1,,,,16,,2,0,0,0,0,,0.15,MOQ-1562,,,Unknown,No Context,Flake shatter
8,23,118-134,,RP,4/8/2023,,1,1,,,,16,,2,1,0,0,2,,0.61,MOQ-1563,,,Unknown,No Context,Flake shatter
8,24,125-135,,FQ,2/8/2023,,1,2,,,,16,,2,0,0,0,0,,1.51,MOQ-1866,x,,Unknown,No Context,Flake shatter
8,13,270-290,,SCS,28/07/23,,1,2,,,,16,,1,1,1,0,1,,0.93,MOQ-2293,,,Unknown,No Context,Proximal flake
8,24,195-210,Templo 2,SCS,25/08/23,,1,2,,,,16,,1,0,2,0,3,,1.04,MOQ-2391,,,Other,Temple,Proximal flake
8,25,132-144,,GD/EN,2/8/2023,,1,2,,,,16,,2,0,0,0,0,,1.38,MOQ-1792,,,Unknown,No Context,Flake shatter
8,13,237-240,Ceramic Event,RT/JQ,2/8/2023,,1,2,,,,16,,3,0,0,0,0,,2.94,MOQ-1877,x,,Other,Ceramic Event,Angular debris
8,13,237-240,Ceramic Event,RT/JQ,2/8/2023,,1,1,,,,16,,1,0,0,0,4,,0.83,MOQ-1878,,,Other,Ceramic Event,Proximal flake
8,5,448-459,House 6,SCS,4/8/2023,,1,1,,,,16,,1,2,2,0,1,1,0.32,MOQ-1873,,House 6,Unspecified (House),Domestic,Proximal flake
8,23,118-134,,RP,4/8/2023,,1,1,,,,16,,2,0,0,0,0,,0.23,MOQ-1834,,,Unknown,No Context,Flake shatter
8,23,118-134,,RP,4/8/2023,,1,1,,,,16,,2,0,1,0,3,,0.09,MOQ-1835,,,Unknown,No Context,Flake shatter
8,17,144-203,House 7,GDD,23/08/23,,1,2,17.05,12.35,4.82,16,4,,,1,0,,2,0.92,MOQ-2399,x,House 7,Unspecified (House),Domestic,Missing
8,24,125-135,,EQ,2/8/2023,,1,1,,,,16,,2,0,0,0,0,,0.54,MOQ-1685,,,Unknown,No Context,Flake shatter
8,13,237-240,Ceramic Event,RT/JQ,2/8/2023,,1,2,,,,16,,1,2,1,0,1,2?,1.0,MOQ-1580,x,,Other,Ceramic Event,Proximal flake
8,13,237-240,Ceramic Event,RT/JQ,2/8/2023,,1,1,,,,16,,1,0,2,0,3,,0.26,MOQ-1648,,,Other,Ceramic Event,Proximal flake
8,24,125-135,,FM/SC/AF,2/8/2023,,1,2,,,,16,,1,1,1,0,1,,0.55,MOQ-1589,,,Unknown,No Context,Proximal flake
8,18,181-192,,FM/MB,2/8/2023,,1,1,,,,16,,2,0,0,0,0,,0.41,MOQ-1599,,,Unknown,No Context,Flake shatter
8,13,237-240,Ceramic Event,RT/JQ,2/8/2023,,1,1,,,,16,,2,0,0,0,0,,0.09,MOQ-1629,,,Other,Ceramic Event,Flake shatter
8,23,190-200,House 7,GDD,24/08/23,,1,1,,,,16,,2,0,0,0,0,,0.12,MOQ-2378,,House 7,Unspecified (House),Domestic,Flake shatter
8,23,190-200,House 7,GDD,24/08/23,,1,1,,,,16,,1,2,2,0,1,,0.52,MOQ-2379,,House 7,Unspecified (House),Domestic,Proximal flake
8,23,118-134,,RP,4/8/2023,,1,1,,,,16,,1,0,1,0,3,,0.03,MOQ-1587,,,Unknown,No Context,Proximal flake
8,13,270-272,,SCS,3/8/2023,,1,2,,,,16,,1,2,2,0,1,,1.42,MOQ-1642,,,Unknown,No Context,Proximal flake
8,24,135-143,,JQ,4/8/2023,,1,1,,,,16,,3,0,0,0,0,1,0.15,MOQ-1590,,,Unknown,No Context,Angular debris
8,23,118-134,,RP,4/8/2023,,1,1,,,,16,,1,1,1,0,1,,0.09,MOQ-1602,,,Unknown,No Context,Proximal flake
8,23,118-134,,RP,4/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.02,not-pxrfd,,,Unknown,No Context,Angular debris
8,23,118-134,,RP,4/8/2023,,1,1,,,,16,,1,1,2,0,1,,0.6,MOQ-1621,,,Unknown,No Context,Proximal flake
8,23,118-134,,RP,4/8/2023,,1,2,,,,16,,2,0,0,0,0,,1.0,MOQ-1820,,,Unknown,No Context,Flake shatter
8,23,118-134,,RP,4/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.42,MOQ-1577,,,Unknown,No Context,Angular debris
8,23,118-134,,RP,4/8/2023,,1,2,,,,16,,1,0,0,0,4,,0.73,MOQ-1578,,,Unknown,No Context,Proximal flake
8,24,135-143,,JQ,4/8/2023,,1,1,,,,16,,2,0,0,0,0,,0.48,MOQ-1576,,,Unknown,No Context,Flake shatter
8,10,362-378,,RP,7/8/2023,,1,1,,,,16,,1,2,1,0,1,,0.15,MOQ-1636,,,Unknown,No Context,Proximal flake
8,12,244-248,,SCS,31/07/23,,1,1,,,,16,,1,2,0,0,2,,0.66,MOQ-1668,,,Unknown,No Context,Proximal flake
8,5,448-459,House 6,SCS,4/8/2023,,1,1,,,,16,,2,0,0,0,0,,0.43,MOQ-1583,,House 6,Unspecified (House),Domestic,Flake shatter
8,5,448-459,House 6,SCS,4/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.39,MOQ-1584,,House 6,Unspecified (House),Domestic,Angular debris
8,18,181-192,,HQB,3/8/2023,,1,2,,,,16,,3,0,0,0,0,,1.11,MOQ-1666,x,,Unknown,No Context,Angular debris
8,25,162-177,,JQ,9/8/2023,,1,2,,,,16,,3,0,0,0,0,,1.4,MOQ-1258,,,Unknown,No Context,Angular debris
8,25,162-177,,JQ,9/8/2023,,1,1,,,,16,,1,0,0,0,4,,0.3,MOQ-1259,,,Unknown,No Context,Proximal flake
8,25,162-177,,JQ,9/8/2023,,1,1,,,,16,,3,0,0,0,0,,0.6,MOQ-1260,,,Unknown,No Context,Angular debris
8,25,162-177,,JQ,9/8/2023,,1,2,,,,16,4,,,1,0,,2,0.9,MOQ-1261,,,Unknown,No Context,Missing
8,13,237-240,Ceramic Event,RT/JQ,2/8/2023,,1,1,,,,16,,1,1,3,0,1,,0.46,MOQ-1914,,,Other,Ceramic Event,Proximal flake
